reach_time,algo_time,percentage
73.3050,11324.0048,0.0065
73.3050,11324.6382,0.0065
73.3050,11325.2699,0.0065
73.3051,11355.8269,0.0065
73.3051,11369.0835,0.0064
73.3051,11369.7195,0.0064
73.3051,11382.8352,0.0064
73.3051,11396.5993,0.0064
73.3051,11397.2377,0.0064
73.3052,11427.1536,0.0064
73.3052,11427.7868,0.0064
73.3052,11440.6590,0.0064
73.3052,11441.9256,0.0064
73.3052,11470.8357,0.0064
73.3053,11471.4681,0.0064
73.3053,11472.1040,0.0064
73.3053,11501.2171,0.0064
73.3053,11514.1613,0.0064
73.3053,11515.5342,0.0064
73.3054,11528.5363,0.0064
73.3054,11530.4829,0.0064
73.3054,11543.8539,0.0064
73.3054,11544.4901,0.0063
73.3054,11545.1301,0.0063
73.3055,11558.9592,0.0063
73.3055,11559.5954,0.0063
73.3055,11560.2306,0.0063
73.3055,11560.8665,0.0063
73.3055,11576.9742,0.0063
73.3055,11630.9382,0.0063
73.3056,11631.5797,0.0063
73.3056,11646.0768,0.0063
73.3056,11674.1222,0.0063
73.3056,11674.7646,0.0063
73.3056,11687.8035,0.0063
73.3057,11688.4446,0.0063
73.3057,11701.4382,0.0063
73.3057,11703.3841,0.0063
73.3057,11719.3415,0.0063
73.3057,11732.4408,0.0062
73.3058,11746.8118,0.0062
73.3058,11747.4551,0.0062
73.3058,11762.0694,0.0062
73.3058,11775.8348,0.0062
73.3058,11791.4516,0.0062
73.3059,11792.0949,0.0062
73.3059,11819.4257,0.0062
73.3059,11832.1552,0.0062
73.3059,11846.1670,0.0062
73.3059,11863.8381,0.0062
73.3059,11876.3452,0.0062
73.3060,11890.5089,0.0062
73.3060,11891.2448,0.0062
73.3060,11904.7061,0.0062
73.3060,11905.3593,0.0062
73.3060,11918.6352,0.0062
73.3060,11919.2939,0.0062
73.3061,11962.2704,0.0061
73.3061,11963.0119,0.0061
73.3061,11963.6627,0.0061
73.3061,11992.3959,0.0061
73.3061,12007.4415,0.0061
73.3062,12008.1718,0.0061
73.3062,12034.3364,0.0061
73.3062,12046.7095,0.0061
73.3062,12047.4415,0.0061
73.3062,12048.0914,0.0061
73.3063,12048.7356,0.0061
73.3063,12061.5115,0.0061
73.3063,12089.2189,0.0061
73.3063,12089.8734,0.0061
73.3063,12117.1710,0.0060
73.3064,12130.5113,0.0060
73.3064,12131.2441,0.0060
73.3064,12131.8877,0.0060
73.3064,12161.3921,0.0060
73.3064,12162.0375,0.0060
73.3065,12175.4850,0.0060
73.3065,12202.0103,0.0060
73.3065,12218.7088,0.0060
73.3065,12231.9293,0.0060
73.3065,12246.3348,0.0060
73.3065,12259.4093,0.0060
73.3066,12272.8873,0.0060
73.3066,12288.9468,0.0060
73.3066,12302.0003,0.0060
73.3066,12315.9344,0.0060
73.3066,12316.6640,0.0060
73.3067,12343.5149,0.0059
73.3067,12372.9086,0.0059
73.3067,12373.5549,0.0059
73.3067,12386.8605,0.0059
73.3067,12400.0708,0.0059
73.3067,12412.7935,0.0059
73.3068,12441.8773,0.0059
73.3068,12443.2403,0.0059
73.3068,12470.2001,0.0059
73.3068,12470.8450,0.0059
73.3068,12500.3662,0.0059
73.3069,12513.6660,0.0059
73.3069,12514.3116,0.0059
73.3069,12527.4822,0.0059
73.3069,12528.1316,0.0059
73.3069,12554.9562,0.0058
73.3070,12555.6765,0.0058
73.3070,12556.3275,0.0058
73.3070,12597.4730,0.0058
73.3070,12611.3185,0.0058
73.3070,12641.9611,0.0058
73.3071,12654.5524,0.0058
73.3071,12655.2088,0.0058
73.3071,12668.1902,0.0058
73.3071,12682.6592,0.0058
73.3071,12696.0930,0.0058
73.3071,12696.8120,0.0058
73.3072,12712.2124,0.0058
73.3072,12725.6956,0.0058
73.3072,12726.3564,0.0058
73.3072,12754.0324,0.0057
73.3072,12766.8711,0.0057
73.3073,12767.5229,0.0057
73.3073,12783.0891,0.0057
73.3073,12810.2271,0.0057
73.3073,12810.8795,0.0057
73.3073,12837.9934,0.0057
73.3073,12839.3701,0.0057
73.3074,12854.7680,0.0057
73.3074,12855.4887,0.0057
73.3074,12869.5420,0.0057
73.3074,12870.1990,0.0057
73.3074,12896.9584,0.0057
73.3075,12897.6181,0.0057
73.3075,12911.5674,0.0057
73.3075,12941.0020,0.0057
73.3075,12941.6536,0.0057
73.3075,12967.8215,0.0057
73.3076,12981.3414,0.0056
73.3076,12982.0019,0.0056
73.3076,13037.9332,0.0056
73.3076,13050.9480,0.0056
73.3076,13051.6005,0.0056
73.3076,13095.1271,0.0056
73.3077,13109.6613,0.0056
73.3077,13122.5089,0.0056
73.3077,13138.5889,0.0056
73.3077,13139.2425,0.0056
73.3077,13152.2958,0.0056
73.3078,13165.6931,0.0056
73.3078,13166.3417,0.0056
73.3078,13208.8708,0.0055
73.3078,13209.5182,0.0055
73.3078,13223.1223,0.0055
73.3078,13236.3546,0.0055
73.3079,13237.0051,0.0055
73.3079,13249.9236,0.0055
73.3079,13263.1733,0.0055
73.3079,13264.5394,0.0055
73.3079,13278.9857,0.0055
73.3080,13279.6355,0.0055
73.3080,13293.1513,0.0055
73.3080,13305.9941,0.0055
73.3080,13306.6393,0.0055
73.3080,13320.3129,0.0055
73.3081,13333.2266,0.0055
73.3081,13333.8707,0.0055
73.3081,13349.8599,0.0055
73.3081,13362.0946,0.0055
73.3081,13375.3113,0.0055
73.3081,13376.6807,0.0055
73.3082,13390.3642,0.0055
73.3082,13403.7093,0.0055
73.3082,13418.9633,0.0055
73.3082,13446.3533,0.0055
73.3082,13472.8146,0.0054
73.3083,13489.5248,0.0054
73.3083,13490.1791,0.0054
73.3083,13517.0770,0.0054
73.3083,13517.7359,0.0054
73.3083,13545.7738,0.0054
73.3084,13561.2477,0.0054
73.3084,13575.9263,0.0054
73.3084,13576.5790,0.0054
73.3084,13590.1070,0.0054
73.3084,13617.6940,0.0054
73.3084,13633.1898,0.0054
73.3085,13647.6244,0.0054
73.3085,13660.7574,0.0054
73.3085,13661.4759,0.0054
73.3085,13662.1261,0.0054
73.3085,13688.9922,0.0054
73.3086,13689.6419,0.0054
73.3086,13719.6806,0.0053
73.3086,13733.0743,0.0053
73.3086,13733.7273,0.0053
73.3086,13760.2971,0.0053
73.3086,13760.9520,0.0053
73.3087,13776.2605,0.0053
73.3087,13777.6245,0.0053
73.3087,13791.5746,0.0053
73.3087,13805.0112,0.0053
73.3087,13820.2634,0.0053
73.3088,13833.4811,0.0053
73.3088,13850.0228,0.0053
73.3088,13863.0574,0.0053
73.3088,13863.7752,0.0053
73.3088,13877.3419,0.0053
73.3089,13903.0606,0.0053
73.3089,13903.7144,0.0053
73.3089,13933.6884,0.0053
73.3089,13960.7685,0.0053
73.3089,13961.4161,0.0053
73.3089,13990.3489,0.0052
73.3090,14017.5809,0.0052
73.3090,14044.0849,0.0052
73.3090,14044.7313,0.0052
73.3090,14073.3159,0.0052
73.3090,14074.0194,0.0052
73.3091,14074.7318,0.0052
73.3091,14088.6833,0.0052
73.3091,14102.1935,0.0052
73.3091,14115.1980,0.0052
73.3091,14115.9083,0.0052
73.3092,14130.7400,0.0052
73.3092,14145.2116,0.0052
73.3092,14158.2455,0.0052
73.3092,14158.8953,0.0052
73.3092,14171.2908,0.0052
73.3092,14200.6764,0.0052
73.3093,14201.3226,0.0052
73.3093,14214.6922,0.0052
73.3093,14227.6577,0.0052
73.3093,14253.6244,0.0051
73.3093,14270.1077,0.0051
73.3094,14282.8363,0.0051
73.3094,14309.7940,0.0051
73.3094,14310.4421,0.0051
73.3094,14323.8435,0.0051
73.3094,14324.4905,0.0051
73.3095,14340.6349,0.0051
73.3095,14353.8346,0.0051
73.3095,14354.4923,0.0051
73.3095,14381.6365,0.0051
73.3095,14394.9432,0.0051
73.3095,14410.6807,0.0051
73.3096,14423.2249,0.0051
73.3096,14423.9425,0.0051
73.3096,14424.6025,0.0051
73.3096,14452.1184,0.0051
73.3096,14452.7703,0.0051
73.3097,14466.6235,0.0051
73.3097,14467.2872,0.0051
73.3097,14482.4078,0.0051
73.3097,14510.5945,0.0051
73.3097,14511.2531,0.0051
73.3098,14523.4937,0.0050
73.3098,14551.9164,0.0050
73.3098,14552.5754,0.0050
73.3098,14579.5008,0.0050
73.3098,14592.2290,0.0050
73.3098,14607.5126,0.0050
73.3099,14636.7014,0.0050
73.3099,14638.0616,0.0050
73.3099,14651.7724,0.0050
73.3099,14665.5090,0.0050
73.3099,14678.8400,0.0050
73.3100,14708.4370,0.0050
73.3100,14709.0872,0.0050
73.3100,14736.1380,0.0050
73.3100,14736.8491,0.0050
73.3100,14737.5050,0.0050
73.3101,14766.7036,0.0050
73.3101,14781.9050,0.0050
73.3101,14794.7258,0.0050
73.3101,14795.3697,0.0050
73.3101,14808.4669,0.0050
73.3102,14850.8870,0.0049
73.3102,14864.4735,0.0049
73.3102,14878.1564,0.0049
73.3102,14890.9026,0.0049
73.3102,14906.8243,0.0049
73.3102,14907.5278,0.0049
73.3103,14920.5099,0.0049
73.3103,14921.1533,0.0049
73.3103,14947.8288,0.0049
73.3103,14948.4774,0.0049
73.3103,14977.4570,0.0049
73.3104,14978.8072,0.0049
73.3104,15004.7934,0.0049
73.3104,15017.4645,0.0049
73.3104,15048.1270,0.0049
73.3104,15061.7799,0.0049
73.3104,15062.4293,0.0049
73.3105,15075.5447,0.0049
73.3105,15101.8355,0.0049
73.3105,15117.0369,0.0048
73.3105,15117.6835,0.0048
73.3105,15143.9611,0.0048
73.3106,15157.7249,0.0048
73.3106,15158.4417,0.0048
73.3106,15201.2836,0.0048
73.3106,15215.8739,0.0048
73.3106,15216.5294,0.0048
73.3107,15243.8717,0.0048
73.3107,15244.5281,0.0048
73.3107,15273.7015,0.0048
73.3107,15274.3574,0.0048
73.3107,15300.4173,0.0048
73.3107,15314.6289,0.0048
73.3108,15315.2809,0.0048
73.3108,15330.5439,0.0048
73.3108,15331.2007,0.0048
73.3108,15356.9437,0.0048
73.3108,15371.6407,0.0048
73.3109,15384.1926,0.0048
73.3109,15413.2814,0.0048
73.3109,15426.8972,0.0048
73.3109,15440.0455,0.0047
73.3109,15440.7010,0.0047
73.3109,15469.4460,0.0047
73.3110,15483.2098,0.0047
73.3110,15497.4481,0.0047
73.3110,15511.2849,0.0047
73.3110,15540.6337,0.0047
73.3110,15541.2739,0.0047
73.3111,15581.1577,0.0047
73.3111,15581.8030,0.0047
73.3111,15595.8087,0.0047
73.3111,15611.5115,0.0047
73.3111,15626.6506,0.0047
73.3112,15639.9350,0.0047
73.3112,15640.5796,0.0047
73.3112,15653.4654,0.0047
73.3112,15654.7711,0.0047
73.3112,15668.4147,0.0047
73.3113,15684.2570,0.0047
73.3113,15697.4866,0.0047
73.3113,15711.0390,0.0047
73.3113,15711.6919,0.0047
73.3113,15712.4065,0.0047
73.3114,15740.3390,0.0047
73.3114,15757.0058,0.0047
73.3114,15770.1742,0.0046
73.3114,15770.8197,0.0046
73.3114,15771.5371,0.0046
73.3114,15798.3895,0.0046
73.3115,15799.0336,0.0046
73.3115,15812.3316,0.0046
73.3115,15828.2957,0.0046
73.3115,15828.9429,0.0046
73.3115,15829.6025,0.0046
73.3116,15856.2805,0.0046
73.3116,15856.9207,0.0046
73.3116,15870.4776,0.0046
73.3116,15900.3740,0.0046
73.3116,15928.7939,0.0046
73.3117,15943.4160,0.0046
73.3117,15956.7177,0.0046
73.3117,15972.2539,0.0046
73.3117,15985.9514,0.0046
73.3117,16014.1014,0.0046
73.3117,16027.1489,0.0046
73.3118,16027.7956,0.0046
73.3118,16057.4122,0.0046
73.3118,16071.6469,0.0046
73.3118,16084.9346,0.0046
73.3118,16085.6499,0.0046
73.3119,16086.3067,0.0046
73.3119,16100.3233,0.0046
73.3119,16129.3390,0.0045
73.3119,16129.9976,0.0045
73.3119,16156.8740,0.0045
73.3119,16157.5289,0.0045
73.3120,16186.0082,0.0045
73.3120,16200.4191,0.0045
73.3120,16213.5999,0.0045
73.3120,16227.5325,0.0045
73.3120,16256.1439,0.0045
73.3121,16281.9694,0.0045
73.3121,16295.5256,0.0045
73.3121,16325.1051,0.0045
73.3121,16325.7447,0.0045
73.3121,16338.8239,0.0045
73.3122,16381.0358,0.0045
73.3122,16396.1736,0.0045
73.3122,16409.8943,0.0045
73.3122,16423.6482,0.0045
73.3122,16436.8105,0.0045
73.3122,16437.4664,0.0045
73.3123,16479.3141,0.0044
73.3123,16494.5095,0.0044
73.3123,16507.7914,0.0044
73.3123,16521.6173,0.0044
73.3123,16550.6774,0.0044
73.3123,16563.4863,0.0044
73.3124,16577.1081,0.0044
73.3124,16577.7540,0.0044
73.3124,16591.4596,0.0044
73.3124,16607.0476,0.0044
73.3124,16633.7061,0.0044
73.3125,16634.3550,0.0044
73.3125,16647.0315,0.0044
73.3125,16647.6744,0.0044
73.3125,16676.5870,0.0044
73.3125,16703.7938,0.0044
73.3126,16704.4387,0.0044
73.3126,16718.2743,0.0044
73.3126,16718.9157,0.0044
73.3126,16763.1980,0.0044
73.3126,16763.9047,0.0044
73.3127,16789.9448,0.0044
73.3127,16790.5918,0.0044
73.3127,16803.5633,0.0044
73.3127,16818.3894,0.0044
73.3127,16819.0966,0.0044
73.3127,16833.2515,0.0044
73.3128,16846.8876,0.0044
73.3128,16859.5611,0.0043
73.3128,16873.2896,0.0043
73.3128,16889.8879,0.0043
73.3128,16904.0986,0.0043
73.3129,16916.7327,0.0043
73.3129,16959.3788,0.0043
73.3129,16986.4107,0.0043
73.3129,17014.2752,0.0043
73.3129,17029.8226,0.0043
73.3130,17043.0473,0.0043
73.3130,17055.9193,0.0043
73.3130,17056.5728,0.0043
73.3130,17082.0917,0.0043
73.3130,17098.3387,0.0043
73.3130,17098.9876,0.0043
73.3131,17125.2664,0.0043
73.3131,17125.9144,0.0043
73.3131,17138.6439,0.0043
73.3131,17169.4237,0.0043
73.3131,17182.5481,0.0043
73.3132,17195.3720,0.0043
73.3132,17209.7849,0.0043
73.3132,17210.4355,0.0043
73.3132,17224.3070,0.0043
73.3132,17239.8794,0.0043
73.3133,17240.5310,0.0043
73.3133,17253.5964,0.0042
73.3133,17267.5428,0.0042
73.3133,17280.7374,0.0042
73.3133,17295.0950,0.0042
73.3133,17310.4957,0.0042
73.3134,17311.1443,0.0042
73.3134,17338.4650,0.0042
73.3134,17339.1152,0.0042
73.3134,17352.8797,0.0042
73.3134,17366.9287,0.0042
73.3135,17367.5861,0.0042
73.3135,17383.3887,0.0042
73.3135,17384.7476,0.0042
73.3135,17397.4099,0.0042
73.3135,17410.7729,0.0042
73.3136,17425.3103,0.0042
73.3136,17438.3842,0.0042
73.3136,17439.0385,0.0042
73.3136,17467.7385,0.0042
73.3136,17481.5848,0.0042
73.3137,17496.1456,0.0042
73.3137,17509.3390,0.0042
73.3137,17510.6899,0.0042
73.3137,17525.5178,0.0042
73.3137,17539.9693,0.0042
73.3137,17552.6204,0.0042
73.3138,17553.2708,0.0042
73.3138,17580.3064,0.0042
73.3138,17580.9565,0.0042
73.3138,17596.9283,0.0042
73.3138,17597.5765,0.0042
73.3139,17598.2893,0.0042
73.3139,17625.0896,0.0042
73.3139,17625.7390,0.0042
73.3139,17639.4399,0.0042
73.3139,17640.1000,0.0042
73.3140,17682.3070,0.0041
73.3140,17682.9602,0.0041
73.3140,17696.6894,0.0041
73.3140,17709.7594,0.0041
73.3140,17711.1118,0.0041
73.3140,17724.2320,0.0041
73.3141,17740.8428,0.0041
73.3141,17741.4918,0.0041
73.3141,17754.6759,0.0041
73.3141,17770.2425,0.0041
73.3141,17783.2970,0.0041
73.3142,17784.0147,0.0041
73.3142,17784.6706,0.0041
73.3142,17797.5906,0.0041
73.3142,17827.6634,0.0041
73.3142,17828.3783,0.0041
73.3143,17841.9452,0.0041
73.3143,17856.6064,0.0041
73.3143,17869.7033,0.0041
73.3143,17886.6749,0.0041
73.3143,17899.8528,0.0041
73.3143,17914.3494,0.0041
73.3144,17927.6016,0.0041
73.3144,17941.5763,0.0041
73.3144,17956.8136,0.0041
73.3144,17971.5485,0.0041
73.3144,17985.4905,0.0041
73.3145,17997.8537,0.0041
73.3145,18012.4141,0.0041
73.3145,18056.2264,0.0041
73.3145,18056.8767,0.0041
73.3145,18069.9727,0.0041
73.3146,18083.7880,0.0041
73.3146,18085.1368,0.0041
73.3146,18100.4018,0.0041
73.3146,18114.0829,0.0040
73.3146,18114.7337,0.0040
73.3146,18127.7949,0.0040
73.3147,18142.9688,0.0040
73.3147,18156.0768,0.0040
73.3147,18156.7361,0.0040
73.3147,18173.5057,0.0040
73.3147,18186.6212,0.0040
73.3148,18199.9071,0.0040
73.3148,18200.5598,0.0040
73.3148,18213.6270,0.0040
73.3148,18243.0609,0.0040
73.3148,18256.0367,0.0040
73.3148,18256.6933,0.0040
73.3149,18283.0092,0.0040
73.3149,18283.7180,0.0040
73.3149,18297.4039,0.0040
73.3149,18327.8816,0.0040
73.3149,18340.4718,0.0040
73.3150,18354.2507,0.0040
73.3150,18354.9010,0.0040
73.3150,18367.2189,0.0040
73.3150,18367.8692,0.0040
73.3150,18396.2306,0.0040
73.3150,18396.8809,0.0040
73.3151,18410.5425,0.0040
73.3151,18424.1639,0.0040
73.3151,18424.8133,0.0040
73.3151,18453.7747,0.0040
73.3151,18467.7800,0.0040
73.3152,18481.6178,0.0040
73.3152,18495.1821,0.0040
73.3152,18496.5323,0.0040
73.3152,18509.4353,0.0040
73.3152,18510.0848,0.0040
73.3153,18525.4347,0.0040
73.3153,18526.1369,0.0040
73.3153,18554.2973,0.0040
73.3153,18554.9483,0.0040
73.3153,18568.9603,0.0039
73.3154,18582.5190,0.0039
73.3154,18598.0933,0.0039
73.3154,18613.2486,0.0039
73.3154,18626.0306,0.0039
73.3154,18639.8178,0.0039
73.3154,18652.9760,0.0039
73.3155,18670.3790,0.0039
73.3155,18671.0993,0.0039
73.3155,18684.3266,0.0039
73.3155,18712.4462,0.0039
73.3155,18713.1602,0.0039
73.3156,18713.8183,0.0039
73.3156,18727.8823,0.0039
73.3156,18743.4868,0.0039
73.3156,18756.4944,0.0039
73.3156,18770.7518,0.0039
73.3157,18785.2224,0.0039
73.3157,18798.4142,0.0039
73.3157,18799.0678,0.0039
73.3157,18813.7310,0.0039
73.3157,18828.8086,0.0039
73.3157,18841.1573,0.0039
73.3158,18841.8168,0.0039
73.3158,18854.9107,0.0039
73.3158,18869.4483,0.0039
73.3158,18884.3867,0.0039
73.3158,18885.0425,0.0039
73.3159,18911.9168,0.0039
73.3159,18912.4838,0.0039
73.3159,18925.7384,0.0039
73.3159,18927.0488,0.0039
73.3159,18940.6606,0.0039
73.3160,18955.3656,0.0039
73.3160,18956.0201,0.0039
73.3160,18969.4870,0.0039
73.3160,18982.2076,0.0039
73.3160,18982.8643,0.0039
73.3160,19008.6620,0.0039
73.3161,19009.3208,0.0039
73.3161,19024.6391,0.0039
73.3161,19025.2910,0.0039
73.3161,19052.3422,0.0038
73.3161,19065.5200,0.0038
73.3162,19066.1727,0.0038
73.3162,19094.2478,0.0038
73.3162,19134.0717,0.0038
73.3162,19162.8435,0.0038
73.3162,19163.4959,0.0038
73.3162,19189.8841,0.0038
73.3163,19190.5366,0.0038
73.3163,19191.2379,0.0038
73.3163,19217.5604,0.0038
73.3163,19218.2118,0.0038
73.3163,19246.5993,0.0038
73.3164,19247.2498,0.0038
73.3164,19260.8025,0.0038
73.3164,19274.1104,0.0038
73.3164,19274.8147,0.0038
73.3164,19289.0901,0.0038
73.3164,19304.1628,0.0038
73.3165,19318.0079,0.0038
73.3165,19318.6609,0.0038
73.3165,19331.6269,0.0038
73.3165,19358.7354,0.0038
73.3165,19359.3846,0.0038
73.3166,19374.7690,0.0038
73.3166,19375.4662,0.0038
73.3166,19415.8559,0.0038
73.3166,19444.1023,0.0038
73.3166,19444.7530,0.0038
73.3166,19457.9343,0.0038
73.3167,19471.5663,0.0038
73.3167,19472.2671,0.0038
73.3167,19485.4032,0.0038
73.3167,19498.4817,0.0038
73.3167,19499.1390,0.0038
73.3168,19514.2214,0.0038
73.3168,19528.5710,0.0038
73.3168,19542.7664,0.0038
73.3168,19556.0471,0.0037
73.3168,19569.8514,0.0037
73.3169,19570.5137,0.0037
73.3169,19599.4223,0.0037
73.3169,19613.9599,0.0037
73.3169,19626.9495,0.0037
73.3169,19669.7704,0.0037
73.3169,19671.1217,0.0037
73.3170,19684.2943,0.0037
73.3170,19684.9511,0.0037
73.3170,19697.4347,0.0037
73.3170,19711.4936,0.0037
73.3170,19728.3162,0.0037
73.3171,19744.1476,0.0037
73.3171,19758.2490,0.0037
73.3171,19758.9182,0.0037
73.3171,19759.5726,0.0037
73.3171,19772.8481,0.0037
73.3172,19787.9526,0.0037
73.3172,19803.9635,0.0037
73.3172,19804.6165,0.0037
73.3172,19817.3854,0.0037
73.3172,19844.1880,0.0037
73.3173,19844.8444,0.0037
73.3173,19858.1653,0.0037
73.3173,19887.3195,0.0037
73.3173,19901.7317,0.0037
73.3173,19929.3997,0.0037
73.3173,19944.6167,0.0037
73.3174,19945.3206,0.0037
73.3174,19959.0434,0.0037
73.3174,19971.8679,0.0037
73.3174,19972.5158,0.0037
73.3174,19986.0006,0.0037
73.3175,20016.1294,0.0037
73.3175,20029.8129,0.0037
73.3175,20043.2848,0.0037
73.3175,20043.9386,0.0037
73.3175,20056.7192,0.0037
73.3176,20057.3732,0.0037
73.3176,20072.2776,0.0037
73.3176,20086.7701,0.0037
73.3176,20087.4239,0.0036
73.3176,20100.5743,0.0036
73.3176,20114.0357,0.0036
73.3177,20114.6893,0.0036
73.3177,20141.1242,0.0036
73.3177,20155.7074,0.0036
73.3177,20156.3629,0.0036
73.3177,20182.4697,0.0036
73.3178,20183.1165,0.0036
73.3178,20196.3125,0.0036
73.3178,20209.0261,0.0036
73.3178,20209.7300,0.0036
73.3178,20225.1573,0.0036
73.3178,20238.2268,0.0036
73.3179,20252.9091,0.0036
73.3179,20265.3571,0.0036
73.3179,20279.2575,0.0036
73.3179,20280.5941,0.0036
73.3179,20308.8224,0.0036
73.3180,20335.9451,0.0036
73.3180,20336.5998,0.0036
73.3180,20351.0533,0.0036
73.3180,20379.1431,0.0036
73.3180,20393.7245,0.0036
73.3181,20406.7577,0.0036
73.3181,20435.5521,0.0036
73.3181,20436.9097,0.0036
73.3181,20450.8145,0.0036
73.3181,20451.4752,0.0036
73.3181,20492.1511,0.0036
73.3182,20492.8092,0.0036
73.3182,20507.5860,0.0036
73.3182,20521.2480,0.0036
73.3182,20521.9026,0.0036
73.3182,20534.7071,0.0036
73.3183,20549.2199,0.0036
73.3183,20562.7206,0.0036
73.3183,20578.3457,0.0036
73.3183,20579.0083,0.0036
73.3183,20591.7427,0.0036
73.3184,20605.7395,0.0036
73.3184,20606.4017,0.0036
73.3184,20633.3450,0.0036
73.3184,20662.6139,0.0035
73.3184,20676.4014,0.0035
73.3185,20702.4437,0.0035
73.3185,20703.1070,0.0035
73.3185,20718.2224,0.0035
73.3185,20718.9159,0.0035
73.3185,20732.0088,0.0035
73.3185,20732.6616,0.0035
73.3186,20760.4694,0.0035
73.3186,20774.3741,0.0035
73.3186,20789.3628,0.0035
73.3186,20816.4740,0.0035
73.3186,20842.8764,0.0035
73.3187,20871.4019,0.0035
73.3187,20872.0572,0.0035
73.3187,20886.7586,0.0035
73.3187,20899.8900,0.0035
73.3187,20912.7328,0.0035
73.3188,20913.3936,0.0035
73.3188,20942.2394,0.0035
73.3188,20942.9008,0.0035
73.3188,20955.9451,0.0035
73.3188,20957.2934,0.0035
73.3189,20970.9854,0.0035
73.3189,20983.7208,0.0035
73.3189,21000.5915,0.0035
73.3189,21013.8447,0.0035
73.3189,21014.4962,0.0035
73.3189,21042.3026,0.0035
73.3190,21042.9516,0.0035
73.3190,21056.3557,0.0035
73.3190,21057.0567,0.0035
73.3190,21072.6600,0.0035
73.3190,21073.3659,0.0035
73.3191,21074.0122,0.0035
73.3191,21100.1939,0.0035
73.3191,21113.5670,0.0035
73.3191,21114.2178,0.0035
73.3191,21127.1835,0.0035
73.3192,21157.2724,0.0035
73.3192,21170.3899,0.0035
73.3192,21184.2417,0.0035
73.3192,21184.8911,0.0035
73.3192,21215.0101,0.0035
73.3193,21228.7291,0.0035
73.3193,21229.3801,0.0035
73.3193,21255.2213,0.0034
73.3193,21255.9215,0.0034
73.3193,21256.5768,0.0034
73.3193,21283.9853,0.0034
73.3194,21284.6419,0.0034
73.3194,21299.0355,0.0034
73.3194,21312.6915,0.0034
73.3194,21326.0505,0.0034
73.3194,21326.6981,0.0034
73.3195,21339.7414,0.0034
73.3195,21357.3353,0.0034
73.3195,21358.0009,0.0034
73.3195,21385.6904,0.0034
73.3195,21400.4237,0.0034
73.3196,21414.4232,0.0034
73.3196,21431.2351,0.0034
73.3196,21444.4501,0.0034
73.3196,21445.1152,0.0034
73.3196,21457.8773,0.0034
73.3196,21458.5375,0.0034
73.3197,21484.8964,0.0034
73.3197,21486.2597,0.0034
73.3197,21503.0019,0.0034
73.3197,21516.2263,0.0034
73.3197,21530.3432,0.0034
73.3198,21543.6144,0.0034
73.3198,21544.3107,0.0034
73.3198,21544.9655,0.0034
73.3198,21558.5564,0.0034
73.3198,21573.7362,0.0034
73.3199,21574.4281,0.0034
73.3199,21575.7521,0.0034
73.3199,21589.3283,0.0034
73.3199,21602.3827,0.0034
73.3199,21603.0420,0.0034
73.3199,21630.6377,0.0034
73.3200,21631.2939,0.0034
73.3200,21646.2872,0.0034
73.3200,21675.7896,0.0034
73.3200,21676.4659,0.0034
73.3200,21691.4928,0.0034
73.3201,21704.5649,0.0034
73.3201,21705.2349,0.0034
73.3201,21721.5066,0.0034
73.3201,21722.8501,0.0034
73.3201,21735.9416,0.0034
73.3202,21736.6045,0.0034
73.3202,21749.7514,0.0034
73.3202,21763.8278,0.0034
73.3202,21764.4873,0.0034
73.3202,21777.4906,0.0034
73.3203,21778.8124,0.0034
73.3203,21794.7401,0.0034
73.3203,21822.1902,0.0034
73.3203,21822.8601,0.0034
73.3203,21837.3072,0.0034
73.3203,21851.2991,0.0034
73.3204,21851.9652,0.0034
73.3204,21853.1828,0.0034
73.3204,21881.3953,0.0034
73.3204,21882.0518,0.0034
73.3204,21894.8744,0.0033
73.3205,21895.5641,0.0033
73.3205,21922.0126,0.0033
73.3205,21937.4168,0.0033
73.3205,21938.0751,0.0033
73.3205,21951.1459,0.0033
73.3206,21951.8399,0.0033
73.3206,21965.6178,0.0033
73.3206,21992.2052,0.0033
73.3206,22008.7711,0.0033
73.3206,22022.6200,0.0033
73.3206,22023.2763,0.0033
73.3207,22035.8928,0.0033
73.3207,22062.1036,0.0033
73.3207,22062.7581,0.0033
73.3207,22077.6936,0.0033
73.3207,22078.3497,0.0033
73.3208,22092.3035,0.0033
73.3208,22119.4382,0.0033
73.3208,22148.4489,0.0033
73.3208,22149.1055,0.0033
73.3208,22189.4861,0.0033
73.3208,22190.1423,0.0033
73.3209,22203.9267,0.0033
73.3209,22233.2131,0.0033
73.3209,22260.2610,0.0033
73.3209,22260.9298,0.0033
73.3209,22261.6313,0.0033
73.3210,22274.9133,0.0033
73.3210,22292.2172,0.0033
73.3210,22306.0827,0.0033
73.3210,22334.7842,0.0033
73.3210,22347.9892,0.0033
73.3211,22363.4584,0.0033
73.3211,22364.1262,0.0033
73.3211,22376.9023,0.0033
73.3211,22377.5619,0.0033
73.3211,22403.4570,0.0033
73.3211,22404.1172,0.0033
73.3212,22417.2766,0.0033
73.3212,22417.9716,0.0033
73.3212,22435.3332,0.0033
73.3212,22448.5844,0.0033
73.3212,22449.2521,0.0033
73.3213,22476.1933,0.0033
73.3213,22477.5562,0.0033
73.3213,22506.4736,0.0033
73.3213,22520.5059,0.0033
73.3213,22533.7223,0.0033
73.3214,22534.4194,0.0033
